//
// Structure of Database :
//ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper

//arug_cas03
2107,CREATOR,Hermes,Criador,100,7752000,0,300000,250000,1,8000,12000,70,70,1,50,200,205,750,50,10,12,2,3,83,1205,90,300,300,400,5000,20,16508,11,0,0,0,0,7135,200,7136,200,7139,500,616,400,1307,200,1369,60,1136,150,1235,100,7005,500,16130,1
2108,CLOWN,Sola,Menestrel,100,5932000,0,300000,250000,9,7800,10600,65,40,1,200,57,200,990,5,10,12,1,6,61,1205,90,250,250,250,2500,100,16604,18,0,0,0,0,617,300,610,700,12015,400,12015,400,2319,140,1913,180,7005,500,16763,200,0,0,16125,1
2157,GYPSY,Yuufa,Cigana,100,5494000,0,300000,250000,9,6400,10400,60,35,1,190,55,155,990,5,10,12,1,5,82,1205,95,280,280,280,3500,15,16505,17,0,0,0,0,1963,159,505,300,5032,80,2421,40,12109,80,12103,15,604,100,7005,500,16768,300,16126,1

2109,TAEKWON,Taekwon,Taekwon,85,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9932,300,7005,500,16134,1
2110,STAR_GLADIATOR,Gladiador Estelar,Gladiador Estelar,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
2111,FLYING_STAR_GLADIATOR,Gladiador Estelar,Gladiador Estelar,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
2112,SOUL_LINKER,Espiritualista,Espiritualista,98,30000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16136,1

//======================================
//-=-=-CSS25 Custom Monster(FEMALE)-=-=-
//======================================
2113,FEMALE_NOVICE,Garota Aprendiz,Female Novice,80,5000,0,2000,1500,1,500,750,30,35,1,90,90,35,125,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1

2114,FEMALE_SWORDMAN,Garota Espadachim,Female Swordman,80,25000,0,4000,3000,1,1000,1500,60,70,1,90,120,35,150,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
2115,FEMALE_MAGICIAN,Maga,Female Magician,80,15000,8,4000,3000,1,1000,1500,60,70,1,35,90,150,90,65,10,10,1,7,80,149,100,1000,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
2116,ARCHERESS,Arqueira,Archeress,80,15000,0,4000,3000,12,1000,1500,60,70,1,120,35,35,200,65,10,10,1,7,80,149,100,550,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
2117,FEMALE_ACOLYTE,Noviça,Female Acolyte,80,20000,0,4000,3000,1,1000,1500,60,70,1,35,150,150,150,65,10,10,1,7,80,149,100,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
2118,FEMALE_MERCHANT,Mercadora,Female Merchant,80,20000,0,4000,3000,1,1000,1500,60,75,1,90,90,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
2119,FEMALE_THIEF,Gatuna,Female Thief,80,20000,0,4000,3000,1,1000,1500,60,70,1,150,70,35,150,65,10,10,1,7,80,149,100,480,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

2120,FEMALE_KNIGHT,Cavaleira,Female Knight,90,75000,0,12000,9000,1,2000,2500,60,70,1,200,90,35,200,65,10,10,1,7,80,149,100,300,300,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1
2121,PRIESTESS,Sumo-Sacerdotiza,Priestress,90,60000,10,12000,9000,1,2000,2500,70,80,1,1,100,300,200,65,10,10,1,7,86,149,100,700,672,672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16118,1
2122,FEMALE_WIZARD,Bruxa,Female Wizard,90,40000,0,12000,9000,6,2000,2500,60,70,1,35,35,200,150,65,10,12,2,7,89,149,100,700,768,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16113,1
2123,FEMALE_BLACKSMITH,Ferreira,Female Blacksmith,90,60000,0,12000,9000,1,2000,2500,60,70,1,150,170,35,200,65,10,12,2,7,87,149,100,450,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16116,1
2124,HUNTERESS,Caçadora,Huntress,90,50000,0,12000,9000,9,2000,2500,60,35,1,200,90,90,500,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16111,1
2125,FEMALE_ASSASSIN,Assassina,Female Assassin,90,60000,0,12000,9000,1,2000,2500,60,40,1,300,35,35,150,200,10,12,1,7,85,149,100,400,1956,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16109,1
2126,FEMALE_KNIGHT_PECO,Cavaleira Montada,Female Knight,90,75000,0,12000,9000,1,2000,2500,80,70,1,120,200,35,150,65,10,10,1,7,80,149,70,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16107,1

2127,FEMALE_CRUSADER,Templária,Female Crusader,90,75000,0,12000,9000,1,2000,2500,60,70,1,90,200,35,200,65,10,10,1,7,80,149,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
2128,FEMALE_MONK,Monja,Female Monk,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,120,35,200,65,10,10,1,7,80,149,100,600,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1810,5,16119,1
2129,FEMALE_SAGE,Sábia,Female Sage,90,50000,0,12000,9000,6,2000,2500,30,70,1,120,90,200,200,60,10,12,2,7,89,149,100,700,768,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16114,1
2130,FEMALE_ROUGE,Arruaceira,Female Rouge,90,50000,0,12000,9000,1,2000,2500,40,70,1,250,90,35,200,65,10,10,1,7,80,149,100,300,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16110,1
2131,FEMALE_ALCHEMIST,Garota Alquimista,Female Alchemist,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,25,200,50,10,12,2,7,87,149,100,500,768,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16117,1
2132,FEMALE_CRUSADER_PECO,Templária Montada,Female Crusader Peco,90,50000,0,12000,9000,1,2000,2500,60,70,1,90,150,200,200,65,10,10,1,7,80,149,70,800,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16108,1
2134,DANCER,Odalisca,Dancer,90,50000,0,12000,9000,9,2000,2500,60,70,1,90,150,400,350,5,10,12,1,7,80,149,100,550,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,1960,2,16115,1

2133,FEMALE_SUPER_NOVICE,Garota Super Aprendiz,Female Super Novice,90,10000,0,4000,3000,9,1500,2000,60,70,1,120,120,200,200,65,10,12,1,7,80,149,100,500,480,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16133,1

2135,FEMALE_NOVICE_HIGH,Garota Aprendiz T,Garota Aprendiz T,85,100000,0,6000,4500,9,2000,3000,60,70,1,50,300,200,500,5,10,10,1,7,80,181,100,600,600,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16100,1
2136,FEMALE_SWORDMAN_HIGH,Garota Espadachim T,Female Swordman High,85,120000,0,6000,4500,1,2500,3000,80,80,1,110,150,35,200,65,10,12,1,7,80,149,100,500,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16101,1
//2137,FEMALE_MAGICIAN_HIGH,Maga T,Female Magician High,85,25000,0,6000,4500,9,1500,2000,40,90,1,10,100,175,200,5,10,12,1,7,80,181,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16102,1
2138,ARCHERESS_HIGH,Arqueira T,Archeress High,85,100000,0,6000,4500,9,1500,2000,60,50,1,150,30,120,550,50,10,12,1,7,80,149,100,450,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16104,1
2139,FEMALE_ACOLYTE_HIGH,Garota Noviça T,Garota Noviça T,85,100000,0,6000,4500,9,2000,4000,60,80,1,50,300,200,500,5,10,12,1,7,80,181,100,800,480,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16106,1
2140,FEMALE_MERCHANT_HIGH,Mercadora T,Female Merchant High,85,36000,0,6000,4500,1,1500,2000,80,70,1,120,150,25,230,50,10,12,2,7,87,181,100,550,500,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16105,1
//2141,FEMALE_THIEF_HIGH,Gatuna T,Female Thief High,85,25000,0,6000,4500,1,1500,2000,60,60,1,200,50,35,230,65,10,10,1,7,80,181,100,400,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16103,1

2142,FEMALE_LORD_KNIGHT,Chii,Cavaleira Lorde,100,8442000,0,3258000,4316000,1,9000,17000,64,72,1,112,97,25,956,187,10,12,2,0,20,1205,60,300,500,300,3410,1800,16507,12,0,0,0,0,504,520,608,200,2229,100,2228,200,2413,200,2623,40,1415,50,9933,1,7005,500,16120,1
2143,HIGH_PRIESTESS,Sumo-Sacerdotiza,Sumo-Sacerdotiza,99,36140,0,8469,6268,1,1600,2150,55,50,1,68,64,25,135,50,10,12,2,7,87,181,100,580,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,0,0
2144,FEMALE_HIGH_WIZARD,Arquimaga,Arquimaga,99,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16127,1
//2145,FEMALE_WHITESMITH,Female Whitesmith,Mestre Ferreira,99,36540,0,8469,6268,1,1600,2150,55,50,1,68,64,25,135,50,10,12,2,7,87,181,100,410,580,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16129,1
2146,SNIPER,Krool,Atiradora de Elite,100,9321000,0,300000,250000,9,20000,20000,73,51,1,50,15,200,999,400,10,12,1,6,68,1205,80,200,480,300,3920,30000,16509,7,0,0,0,0,0,0,12014,30,16603,60,12103,20,518,500,607,50,1722,150,9933,1,7005,500,16124,1
//2147,FEMALE_ASSASSIN_CROSS,Female Assassin Cross,Garota Algoz,99,355250,0,51480,10725,1,2020,2320,60,35,1,138,90,35,125,65,10,12,1,7,85,181,100,580,1956,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,0,0

//2148,FEMALE_PALADIN,Female Paladin,Female Paladin,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16121,1
//2149,FEMALE_CHAMPION,Female Champion,Female Champion,99,349000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16132,1
//2150,FEMALE_PROFESSOR,Female Professor,Female Professor,99,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16128,1
//2151,FEMALE_STALKER,Female Stalker,Female Stalker,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,0,0
2152,FEMALE_CREATOR,Dimasi,Criadora,100,7052000,0,300000,250000,1,8000,12000,70,70,1,50,100,205,750,50,10,12,2,3,83,1205,90,300,580,400,5000,20,16508,11,0,0,0,0,7135,200,7136,200,7139,500,616,400,1307,200,1369,60,1136,150,1235,100,7005,500,16130,1

2153,FEMALE_TAEKWON,Garota Taekwon,Garota Taekwon,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16134,1
2154,FEMALE_STAR_GLADIATOR,Gladiadora Estelar,Gladiadora Estelar,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
2155,FEMALE_FLYING_STAR_GLADIATOR,Gladiadora Estelar,Gladiadora Estelar,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16135,1
2156,FEMALE_SOUL_LINKER,Espiritualista,Espiritualista,99,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7005,500,16136,1

////==========================================
////-=-=CSS25 Custom Mob Baby Class (Male)=-=-
////==========================================
//2158,BABY_NOVICE,Baby Novice,Baby Novice,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2159,BABY_SWORDMAN,Baby Swordman,Baby Swordman,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2160,BABY_MAGICIAN,Baby Magician,Baby Magician,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2161,BABY_ARCHER,Baby Archer,Baby Archer,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2162,BABY_ACOLYTE,Baby Acolyte,Baby Acolyte,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2163,BABY_MERCHANT,Baby Merchant,Baby Merchant,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2164,BABY_THIEF,Baby Thief,Baby Thief,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//
//2165,BABY_KNIGHT,Baby Knight,Baby Knight,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2166,BABY_PRIEST,Baby Priest,Baby Priest,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2167,BABY_WIZARD,Baby Wizard,Baby Wizard,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2168,BABY_BLACKSMITH,Baby Blacksmith,Baby Blacksmith,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2169,BABY_HUNTER,Baby Hunter,Baby Hunter,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2170,BABY_ASSASSIN,Baby Assassin,Baby Assassin,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2171,BABY_KNIGHT_PECO,Baby Knight Peco,Baby Knight Peco,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2172,BABY_CRUSADER,Baby Crusader,Baby Crusader,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2173,BABY_MONK,Baby Monk,Baby Monk,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2174,BABY_SAGE,Baby Sage,Baby Sage,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2175,BABY_ROUGE,Baby Rouge,Baby Rouge,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2176,BABY_ALCHEMIST,Baby Alchemist,Baby Alchemist,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2177,BABY_BARD,Baby Bard,Baby Bard,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2178,BABY_CRUSADER_PECO,Baby Crusader Peco,Baby Crusader Peco,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
////ID,Sprite_Name,kROName,iROName,LV,HP,SP,EXP,JEXP,Range1,ATK1,ATK2,DEF,MDEF,STR,AGI,VIT,INT,DEX,LUK,Range2,Range3,Scale,Race,Element,Mode,Speed,ADelay,aMotion,dMotion,MEXP,ExpPer,MVP1id,MVP1per,MVP2id,MVP2per,MVP3id,MVP3per,Drop1id,Drop1per,Drop2id,Drop2per,Drop3id,Drop3per,Drop4id,Drop4per,Drop5id,Drop5per,Drop6id,Drop6per,Drop7id,Drop7per,Drop8id,Drop8per,Drop9id,Drop9per,DropCardid,DropCardper
//2179,BABY_SUPER_NOVICE,Baby Super Novice,Baby Super Novice,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//
////-=-=CSS25 Custom Mob Baby Class (Female)=-=-
//2180,BABY_NOVICE,Baby Novice,Baby Novice,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2181,BABY_SWORDMAN,Baby Swordman,Baby Swordman,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2182,BABY_MAGICIAN,Baby Magician,Baby Magician,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2183,BABY_ARCHER,Baby Archer,Baby Archer,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2184,BABY_ACOLYTE,Baby Acolyte,Baby Acolyte,80,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2185,BABY_MERCHANT,Baby Merchant,Baby Merchant,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2186,BABY_THIEF,Baby Thief,Baby Thief,80,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2187,BABY_KNIGHT,Baby Knight,Baby Knight,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2188,BABY_PRIEST,Baby Priest,Baby Priest,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2189,BABY_WIZARD,Baby Wizard,Baby Wizard,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2190,BABY_BLACKSMITH,Baby Blacksmith,Baby Blacksmith,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2191,BABY_HUNTER,Baby Hunter,Baby Hunter,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2192,BABY_ASSASSIN,Baby Assassin,Baby Assassin,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2193,BABY_KNIGHT_PECO,Baby Knight Peco,Baby Knight Peco,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2194,BABY_CRUSADER,Baby Crusader,Baby Crusader,90,249000,0,51480,10725,1,1340,1590,60,35,1,90,90,35,125,65,10,10,1,7,80,181,100,580,500,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2195,BABY_MONK,Baby Monk,Baby Monk,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
//2196,BABY_SAGE,Baby Sage,Baby Sage,90,360000,0,65780,45045,2,2800,3320,30,70,1,120,64,118,99,60,10,12,2,7,89,181,100,868,768,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
